profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,cross_score,relevant
fullstack-mid,108,"Software Engineer III (Level 4)","Software Mansion",mid,hybrid,"Kraków","TypeScript; React; JavaScript; Python; React Native","17000-25000 PLN",0.069821,1
fullstack-mid,4597,"Software Engineer (TypeScript)","CLMedia Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; PostgreSQL; Node.js; Vue.js; Tailwind CSS; PrimeVue; Node.js Express","23520-28560 PLN",0.066189,1
fullstack-mid,5780,"Python Developer","Link Group",mid,remote,"","PostgreSQL; Python; SQL","20160-23520 PLN",0.058624,0
fullstack-mid,369,"QA Automation Engineer","SMART TOPAZ",mid,remote,"Poland (Remote)","TypeScript; Docker; PostgreSQL; JavaScript; Node.js; REST API; Automated Testing","16000-20000 PLN",0.056113,1
fullstack-mid,2834,"Software Engineer - PHP/JavaScript (k/m)","NEXAI Sp. z o.o.",mid,hybrid,"Poznań","TypeScript; PHP; JavaScript","12000-15000 PLN",0.054844,0
fullstack-mid,5738,"AI Fullstack Engineer","Ringier Axel Springer Tech",mid,hybrid,"Kraków","TypeScript; JavaScript; n8n","12400-20600 PLN",0.051689,1
fullstack-mid,163,"Web Portal Developer","Pretius",mid,remote,"Warszawa","TypeScript; Next.js; Zustand; React; Styled Components; web portal development; Tanstack Query; UI architectures; Hooks; Storybook","15120-20160 PLN",0.048952,0
fullstack-mid,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",0.047138,0
fullstack-mid,3581,"Magento | Frontend Developer","Advox Studio",mid,remote,"Poznań","React; HTML; Git; JS; Magento; Hyva; Vue.js v2; Nuxt v2; PWA; CSS/LESS/SASS","8500-13500 PLN",0.041983,0
fullstack-mid,5065,"Frontend Software Engineer","Grupa Agora",mid,remote,"Warszawa","TypeScript; Next.js; JavaScript","11000-14000 PLN",0.038628,1
fullstack-mid,253,"Full-stack Engineer (Regular) @Makimo","Makimo",mid,remote,"Łódź","Angular; PostgreSQL; React; JavaScript; Python; Elixir; Vue; AWS","13000-16000 PLN",0.036803,1
fullstack-mid,99,"Front End Engineer (Poland, Remote)","First Connect Insurance",mid,remote,"Gdańsk","TypeScript; Docker; React; JavaScript; Git; Large Language Models; AWS","23000-26000 PLN",0.034368,1
fullstack-mid,5684,"Remote Software Engineering Manager","Open Rewards",mid,remote,"","React; Android; iOS","20000-30000 PLN",0.031020,0
fullstack-mid,5632,"Programista/Programistka Backend","Poznańskie Centrum Superkomputerowo - Sieciowe",mid,hybrid,"Poznań","Java; SQL; JVM","9000-15000 PLN",0.027211,0
fullstack-mid,9964,"Software Engineer (Data Science)","Xebia sp. z o.o.",mid,hybrid,"Rzeszów","Kotlin; Java; SQL","16700-21700 PLN",0.025007,0
fullstack-mid,5489,"Python Backend Developer","Smart Topaz sp. z o.o.",mid,remote,"","Python; Azure; SQL","19000-24000 PLN",0.022506,0
fullstack-mid,207,"Software Engineer II","LegalZoom",mid,hybrid,"Kraków","PostgreSQL; JavaScript; Go; Amazon AWS; Backend; Front-End","20833-22500 PLN",0.021669,0
fullstack-mid,79,"Palantir Front-End Engineer","ALTIMI",mid,remote,"Wrocław","React; Typescrip; Palantir Foundry; UI","27398-36050 PLN",0.021479,1
fullstack-mid,5383,"Shopify Developer (osoba na stanowisku Shopify Developera)","Strix",mid,hybrid,"Kraków","React; JavaScript; Shopify","11000-15000 PLN",0.021390,0
fullstack-mid,343,"Business Automation Engineer (Python/Node.js)","Yard Corporate",mid,remote,"Kraków","Node.js; Python; Salesforce","100-130 PLN",0.020994,1
fullstack-mid,5669,"Frontend Developer (Angular)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; Angular; JavaScript","16800-20160 PLN",0.020443,0
fullstack-mid,5662,"Hybrid Java Developer","Codeloop",mid,hybrid,"Warszawa","Java; Git; SQL","13500-27000 PLN",0.019074,0
fullstack-mid,4543,"WordPress & WooCommerce Programmer","Media4U",mid,remote,"Łódź","PHP; HTML; CSS; REST API; MySQL; JS","8000-14000 PLN",0.014879,0
fullstack-mid,4985,"Java Software Engineer","Motorola Solutions Systems Polska",mid,hybrid,"Kraków","Docker; Java; K8s","14600-19000 PLN",0.008230,0
frontend-senior,103,"Senior Frontend / AI Solutions Engineer (React / TypeScript / GraphQL)","Trui",senior,remote,"Poznań","TypeScript; React; AI; GraphQL","18000-28000 PLN",0.976871,1
frontend-senior,303,"Lead FullStack Software Engineer","N-iX",senior,remote,"Kraków","TypeScript; Next.js; Angular; React; Node.js; HTML; C#; CSS; Vue; AWS","22951-28503 PLN",0.968655,1
frontend-senior,96,"Senior Frontend Developer (React)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Warszawa","TypeScript; React; HTML; CSS; CI/CD; REST API","21840-25200 PLN",0.967148,1
frontend-senior,239,"Senior Front End Engineer (Vue 3/TypeScript)","N-iX",senior,remote,"Kraków","TypeScript; Vue","16042-21595 PLN",0.961233,1
frontend-senior,3235,"(Senior) Frontend Developer - Freelance","Netguru",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL API; Copilot; Claude","24397-24397 PLN",0.960711,1
frontend-senior,261,"Senior Frontend Developer","Lincor Software",senior,remote,"Warszawa","TypeScript; Docker; React; JavaScript; HTML; CSS; Unit Testing; Git","16000-24000 PLN",0.955917,1
frontend-senior,339,"Senior Frontend Developer (React / Gatsby) – 100% zdalnie 🌎","Ness Solution",senior,remote,"Warszawa","TypeScript; Docker; React; REST API; Mikroserwisy; Gatsby","18480-23520 PLN",0.952438,1
frontend-senior,457,"Senior Frontend Engineer","CKSource",senior,remote,"Warszawa","TypeScript; JavaScript; AI","24000-32000 PLN",0.950510,1
frontend-senior,237,"Senior Frontend Developer part/full time","Pirxey",senior,remote,"Gdańsk","TypeScript; React; PHP; Node.js; HTML; CSS; Vue.js; Mobile Apps","14000-28000 PLN",0.947198,1
frontend-senior,266,"Senior Frontend Developer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL; REST API; Git; Webpack; Babel","120-150 PLN",0.946698,1
frontend-senior,92,"Frontend Engineer (Mid – Senior)","Arx City",senior,remote,"Poland (Remote)","TypeScript; React; JavaScript; HTML; Python; CSS; Amazon AWS; Cypress","16815-22846 PLN",0.945819,1
frontend-senior,495,"Senior Frontend Developer","Merixstudio",senior,remote,"Poznań","TypeScript; React; JavaScript; HTML5; CSS 3","15500-22000 PLN",0.944729,1
frontend-senior,4508,"Senior Frontend Developer (Angular)","Inspeerity",senior,remote,"Warsaw","TypeScript; Angular; JavaScript; HTML; CSS; CI/CD; Unit Testing; Cloud","15120-23520 PLN",0.935192,1
frontend-senior,34,"Backend Engineer (Node.js/TypeScript)","Experis Manpower Group",senior,remote,"Warszawa","TypeScript; Node.js; Azure","25200-27720 PLN",0.926033,0
frontend-senior,4497,"Senior Frontend Developer (React)","Inspeerity",senior,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; HTML; CSS; CI/CD; Cloud","15120-23520 PLN",0.924350,1
frontend-senior,345,"Senior Frontend Developer (Angular)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; Node.js; HTML; CSS","15120-20160 PLN",0.922914,1
frontend-senior,4999,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",0.922602,1
frontend-senior,5278,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",0.922602,1
frontend-senior,527,"Senior Frontend Developer (Part-time; 100% remote)","DevsData LLC",senior,remote,"Warsaw","JavaScript; HTML; CSS","16800-24360 PLN",0.921438,1
frontend-senior,299,"Lead Fullstack (React+Next.js +Node.js)","N-iX",senior,remote,"Warszawa","TypeScript; Next.js; React; Node.js","23873-25709 PLN",0.908569,1
frontend-senior,1219,"React Frontend Developer (4/5 part-time)","Hero.dot Sp. z o.o.",senior,remote,"Warszawa","TypeScript; HTML; CSS; Tailwind CSS","12000-16000 PLN",0.908190,1
frontend-senior,5269,"AI-First Senior Frontend Developer","PhotoAiD",senior,remote,"Warszawa","TypeScript; React; AI; Claude Code / Codex / Cursor","23000-30000 PLN",0.907043,1
frontend-senior,327,"Lead Fullstack (React+Next.js)","N-iX",senior,remote,"Cracow","TypeScript; Next.js; React; Node.js; Azure DevOps","23873-25709 PLN",0.905876,1
frontend-senior,1193,"Senior Full-Stack / Frontend Engineer","ZYNT",senior,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; REST API; UX/UI; Python 3","18000-22000 PLN",0.904586,1
frontend-senior,127,"Senior Frontend Developer (Angular)","Trimetis Services",senior,remote,"Lublin","TypeScript; Angular; JavaScript; SASS","19000-24000 PLN",0.903251,1
frontend-senior,3977,"Senior Frontend React Developer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; GCP","21840-25200 PLN",0.887982,1
frontend-senior,189,"Senior Frontend Developer - Vue3","Bluebinary.io",senior,remote,"Wrocław","TypeScript; JavaScript; Nuxt; Vue","18000-24000 PLN",0.884803,1
frontend-senior,525,"Frontend/Full Stack Software Engineer","Remodevs",senior,remote,"Warszawa","TypeScript; React; JavaScript; Vue","24432-30725 PLN",0.884106,1
frontend-senior,309,"Senior Front-End Developer (React / Next.js)","ExpoPlatform",senior,remote,"Poland (Remote)","TypeScript; Next.js; React; CI/CD; WebSocket; Design Patterns","17167-23604 PLN",0.883756,1
frontend-senior,494,"Back-end Tech Lead","Startup House",senior,remote,"Warszawa","TypeScript; Next.js; Node.js; Nest.js","25000-33400 PLN",0.881404,1
frontend-senior,229,"Senior Frontend Developer","DO OK • Life-changing software services",senior,remote,"Wrocław","Next.js; React","15000-21000 PLN",0.881225,1
frontend-senior,197,"Frontend Developer (React/TypeScript)","Holisticon Connect",senior,remote,"Wrocław","TypeScript; Docker; REST; React; JavaScript; Node.js; Python; Linux; Webpack; Bash","21840-25200 PLN",0.874772,1
frontend-senior,192,"Senior Frontend Developer - React","Bluebinary.io",senior,remote,"Wrocław","TypeScript; Next.js; React; JavaScript","18000-24000 PLN",0.869769,1
frontend-senior,487,"Senior / Mid Fullstack ​Developer z j. niemieckim - Loyalty Core Services","dmTECH Polska",senior,remote,"Wrocław","TypeScript; Spring Boot; React; Kotlin; Java; Azure; Playwright; Automated Testing; AWS; Electron","16800-30240 PLN",0.860853,1
frontend-senior,62,"Frontend Developer (JavaScript/ Angular/ Node.js)","TSS",senior,remote,"Warszawa","TypeScript; React; JavaScript; Node.js; Git; jQuery; Angular 2+","19000-22500 PLN",0.845455,1
frontend-senior,5340,"Tech Lead, Web Core Product & Chrome Extension","Speechify",senior,remote,"","React; Redux; Vanilla JS","5000-10000 USD",0.841945,1
frontend-senior,67,"Frontend Developer","Superdevs",senior,remote,"Poland (Remote)","TypeScript; React; JavaScript; CSS; Azure; Microsoft Dynamics; Azure Directory; Microsoft Power Platform","18480-21000 PLN",0.827259,1
frontend-senior,88,"Frontend Developer (Vue.js / TypeScript)","Ready4S",senior,remote,"Kraków","TypeScript; Vue.js","28000-40000 PLN",0.823735,1
frontend-senior,3957,"Frontend Developer (Angular)","Neontri",senior,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML; CSS","21840-25200 PLN",0.823462,1
frontend-senior,128,"Frontend Developer (React) with Backend Exposure (Golang)","Kumaa Group Ltd.",senior,remote,"Poland (Remote)","TypeScript; React; CSS; React Native; Mobile Development; Android SDK; iOS SDK; Amazon Web Services; Front-End","21500-30100 PLN",0.820367,1
frontend-senior,33,"Front-end Developer","Holisticon Connect",senior,remote,"Wrocław","TypeScript; React; JavaScript; REST API; Git; Redux","18480-24360 PLN",0.819942,1
frontend-senior,1124,"AI Technical Lead","Vazco",senior,remote,"Wrocław","TypeScript; Next.js; React; Python; AI; Node; RAG","23000-28800 PLN",0.817613,1
frontend-senior,58,"React Frontend Developer (AWS)","Nexio Management",senior,remote,"Warszawa","React; JavaScript; CSS; HTML5; AWS","16800-21840 PLN",0.815332,1
frontend-senior,73,"Palantir Front-End Engineer","ALTIMI",senior,remote,"Wrocław","React; Typescrip; Palantir Foundry; UI","27398-36050 PLN",0.812817,1
frontend-senior,32,"Senior Software Engineer (React Native, React and TypeScript)","HL Tech",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL; REST API; detox; React Native; Redux; MOBX; Jest","20000-29000 PLN",0.811822,1
frontend-senior,4680,"Front-end UI/UX Engineer","Holisticon Connect",senior,remote,"Wrocław","TypeScript; React; API; CSS; UX/UI","20160-25200 PLN",0.804485,1
frontend-senior,91,"Frontend Developer (Angular) (K/M)","Fabrity S.A.",senior,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML5; Actions; CSS3; GitHub; ES6+; RestAPI; Codemagic","20160-23520 PLN",0.798233,1
frontend-senior,248,"Senior React Engineer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; HTML; CSS; CI/CD; REST API; Git","23520-26880 PLN",0.790502,1
frontend-senior,466,"Senior Next.js Developer","Graftcode S.A.",senior,remote,"Warszawa","TypeScript; Docker; ReactJS; AI; English; Azure DevOps; NodeJS; GitFLow; NextJS; Web Services","17000-21000 PLN",0.772286,1
frontend-senior,2859,"Senior Software Engineer (React/Typescript)","HR Contact",senior,remote,"Kraków","TypeScript; React; JavaScript","18000-22000 PLN",0.758468,1
frontend-senior,3580,"Senior Fullstack Engineer (Node.js/React)","Appliscale",senior,remote,"Kraków","TypeScript; React; JavaScript; Node.js","19000-25000 PLN",0.732832,1
frontend-senior,217,"Senior Angular Developer","Link Group",senior,remote,"Warszawa","TypeScript; Angular; CI/CD; HTML5; REST API; Git; CSS3; RxJS; Front-End","16800-21840 PLN",0.731995,1
frontend-senior,340,"Frontend Developer (Angular)","SPEEDNET",senior,remote,"Gdańsk","TypeScript; Angular; Vue.js; Jest","20160-23520 PLN",0.730653,1
frontend-senior,280,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,"Warszawa","TypeScript; Node.js; Kubernetes; Serverless; Automated Testing; AWS","25000-32000 PLN",0.707648,1
frontend-senior,5235,"Senior JavaScript / TypeScript Developer","co.brick",senior,remote,"Gliwice","TypeScript; REST; JavaScript; GraphQL; CommerceTools","25200-28560 PLN",0.704494,1
frontend-senior,72,"Senior Fullstack Engineer (React + Node.js)","SCALO",senior,remote,"Kraków","TypeScript; Angular; React; Node.js; AWS","21840-25200 PLN",0.703044,1
frontend-senior,5236,"Senior / Staff Full-Stack Engineer (Node.js + AWS)","Blue Language Labs Inc.",senior,remote,"Dover","TypeScript; React; Node.js; AI; AWS","40000-50000 PLN",0.687553,1
frontend-senior,233,"Frontend Engineer (IIoT Platform)","cloudatus",mid,remote,"Rzeszów","TypeScript; Angular; React; HTML; CSS; CI/CD; D3.js; plotly","12500-19500 PLN",0.679347,1
frontend-senior,9987,"Senior Fullstack Engineer (Next.js & React)","Be in IT",senior,remote,"Warszawa","Next.js; React; Git; AI-first","30898-37078 PLN",0.675159,1
frontend-senior,211,"Senior Fullstack Engineer","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; Next.js; React; Node.js; Nest.js; GCP; BigQuery","26000-32000 PLN",0.658479,1
frontend-senior,175,"👉 Senior Node.js Developer","Xebia sp. z o.o.",senior,remote,"Wrocław","TypeScript; Node.js; Backend","20000-26000 PLN",0.625403,1
frontend-senior,84,"Frontend Developer","SCALO",senior,remote,"Wrocław","Angular 2+","18480-20160 PLN",0.621966,1
frontend-senior,170,"TypeScript Engineer – Strapi (Senior)","VirtusLab",senior,remote,"Kraków","TypeScript; React; Node.js; strapi; Storybook","21000-27000 PLN",0.620218,1
frontend-senior,366,"Software Engineer - Frontend","Evidence Prime",mid,remote,"Kraków","TypeScript; React; JavaScript; HTML5; REST API; Git; CSS3","14000-16500 PLN",0.617860,1
frontend-senior,505,"Senior Full-Stack Developer (Next.js&TypeScript)","Rite NRG",senior,remote,"Wrocław","TypeScript; Next.js; Docker; JavaScript; AI; RESTful API","20160-25200 PLN",0.617516,1
frontend-senior,5305,"Frontend Developer (Angular)","Experis Manpower Group",mid,remote,"Wrocław","TypeScript; Docker; JavaScript; Git; Kubernetes; RESTful API; HTML/CSS; UI/UX; Angular 12","20160-21840 PLN",0.594990,1
frontend-senior,4590,"Software Engineer (Frontend)","Revolut",mid,remote,"Kraków","TypeScript; ReactJS; JavaScript; English","28300-40000 PLN",0.594212,1
frontend-senior,262,"Senior Product Engineer ","BITROPY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; REST; Python; AI; GraphQL; Go","23000-30000 PLN",0.593411,1
frontend-senior,324,"Senior Fullstack (React+Next.js)","N-iX",senior,remote,"Cracow","TypeScript; Next.js; React; Node.js; Azure DevOps","20200-22036 PLN",0.576152,1
frontend-senior,172,"Senior Fullstack Developer","TeaCode S.C.",senior,remote,"Warszawa","TypeScript; Next.js; React; Node.js; React Native; Nest.js; Supabase","20160-33600 PLN",0.562339,1
frontend-senior,5277,"Frontend Engineer (Angular)","Cyclad",mid,remote,"Warszawa","Angular; Front-End","16800-20160 PLN",0.558392,1
frontend-senior,463,"Senior Node.js Developer","RITS Professional Services",senior,remote,"Warszawa","TypeScript; Node; Nest.js","26880-29400 PLN",0.544357,1
frontend-senior,252,"Senior Fullstack Engineer","Remodevs",senior,remote,"Warszawa","React; Node.js; React Native","21933-32533 PLN",0.541211,1
frontend-senior,10,"Fullstack Software Engineer (Node.js, React)","Link Group",senior,remote,"","TypeScript; React; Node.js","15120-16800 PLN",0.538675,1
frontend-senior,200,"Mobile Developer (React Native) – Mid+ / Senior","Spyrosoft",senior,remote,"Wrocław","TypeScript; REST; JavaScript; GraphQL; React Native; Mobile ecosystem","15120-21840 PLN",0.528512,1
frontend-senior,70,"Senior Fullstack Developer (React, Node.js)","Future Processing",senior,remote,"Gliwice","TypeScript; React; JavaScript; Node.js; Nest.js; AWS","18480-26880 PLN",0.495125,1
frontend-senior,390,"Frontend Developer","Primaris Services",mid,remote,"Warszawa","TypeScript; Next.js; JavaScript; Python; Reac","20160-23520 PLN",0.494654,1
frontend-senior,5224,"React, Next.js Developer","DataArt",senior,remote,"Wrocław","Next.js; React; JavaScript","18000-20800 PLN",0.485201,1
frontend-senior,17,"Front-end Developer","Biostat Sp. z o.o.",senior,remote,"","HTML; AI; CSS","13000-20000 PLN",0.485069,1
frontend-senior,4607,"Senior Full Stack Engineer (Poland, Remote)","First Connect Insurance",senior,remote,"Gdańsk","TypeScript; React; Node.js; Software Development; AWS","26000-31000 PLN",0.452131,1
frontend-senior,23,"Frontend Developer","UNIVIO",mid,remote,"Wrocław","TypeScript; Next.js; React; JavaScript; HTML; CSS; GraphQL; VTEX; WCAG; SEO","10900-18400 PLN",0.448028,1
frontend-senior,243,"Senior Backend Developer (node.js)","Intent",senior,remote,"Warszawa","Next.js; Node.js; AWS","20160-30240 PLN",0.432080,1
frontend-senior,93,"Frontend Developer (Vue.js)","FINANTEQ",mid,remote,"Lublin","TypeScript; JavaScript; Vue.js; UX/UI; Figma","12000-16000 PLN",0.429341,1
frontend-senior,3230,"Senior React Native Developer","Miquido",senior,remote,"Kraków","React; Git; JS","21000-26040 PLN",0.418835,1
frontend-senior,65,"Full Stack Engineer","Inuits",senior,remote,"Kraków","TypeScript; Angular; Python; SQL","21840-23520 PLN",0.413697,1
frontend-senior,359,"Senior Full Stack Engineer - Core UX (Europe)","Kalepa",senior,remote,"New York","React; JavaScript; Python","26014-47440 PLN",0.409691,1
frontend-senior,48,"Senior Elixir Engineer","Tellent",senior,remote,"Poland (Remote)","TypeScript; React; Elixir","20000-28000 PLN",0.384610,1
frontend-senior,296,"React Native Developer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; HTML; CSS; React Native; SQL; UX/UI; SASS","18480-23520 PLN",0.382138,1
frontend-senior,101,"Fullstack React & Node Developer","Codepole",senior,remote,"Warszawa","TypeScript; Docker; PostgreSQL; React; Node.js; Cloud","20000-30000 PLN",0.365154,1
frontend-senior,4486,"React Developer","Angry Nerds",senior,remote,"Wrocław","TypeScript; Next.js; React; JavaScript; Node; Firebase; AWS","16800-22000 PLN",0.358514,1
frontend-senior,221,"Frontend Developer (NextJs & React)","Naturaily",mid,remote,"Wrocław","Next.js; React; GraphQL; REST API","13440-20160 PLN",0.345756,1
frontend-senior,171,"Frontend Developer (React / UI-aware)","EduGO P.S.A.",mid,remote,"Łódź","TypeScript; HTML; CSS; CI/CD; UX/UI; Figma","17000-24000 PLN",0.341815,1
frontend-senior,1227,"Frontend Developer (React / UI-aware)","EduGO P.S.A.",mid,remote,"Łódź","TypeScript; HTML; CSS; CI/CD; UX/UI; Figma","17000-24000 PLN",0.341815,1
frontend-senior,47,"Frontend Developer","FAKTURA.PL",mid,remote,"Warszawa","TypeScript; JavaScript; HTML; CSS","12000-16000 PLN",0.338264,1
frontend-senior,199,"Senior Fullstack (Node+React)","co.brick",senior,remote,"Gliwice","React; Node.js; TDD","23520-25200 PLN",0.325772,1
frontend-senior,263,"Middle React Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; GraphQL; REST API; English","14691-16160 PLN",0.325388,1
frontend-senior,3922,"Senior Angular Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,remote,"","Spring Boot; Angular; Java","25200-28560 PLN",0.314597,1
frontend-senior,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",0.305699,0
frontend-senior,79,"Palantir Front-End Engineer","ALTIMI",mid,remote,"Wrocław","React; Typescrip; Palantir Foundry; UI","27398-36050 PLN",0.303573,1
frontend-senior,508,"React Developer z Javą","Antal Sp. z o.o.",senior,remote,"Warszawa","TypeScript; React; JavaScript; Java","20160-25200 PLN",0.301018,1
frontend-senior,5225,"Senior React Developer","DataArt",senior,remote,"Wrocław","REST; React; JavaScript","17000-19700 PLN",0.290497,1
frontend-senior,295,"Full-stack Front-end Developer (React, Java)","Link Group",mid,remote,"Warszawa","TypeScript; React; JavaScript; Java","16800-26880 PLN",0.280602,1
frontend-senior,346,"Senior Fullstack Node.js + React (US time zone)","Remodevs",senior,remote,"Gdańsk","TypeScript; React; JavaScript; Node.js","26239-29988 PLN",0.280450,1
frontend-senior,531,"Senior Full‑Stack Developer - Chrome Extension (E‑commerce Data Cloud)","best HR and PM solutions",senior,remote,"Kraków","TypeScript; Node.js; CSS; CSP; MV3; WebAssembly","23520-36960 PLN",0.279850,1
frontend-senior,731,"Fullstack Developer ","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,remote,"","TypeScript; Java; Spring","18480-21840 PLN",0.275522,0
frontend-senior,106,"Senior Full Stack Developer (Java+React)","Altimetrik Poland",senior,remote,"Kraków","TypeScript; React; Kotlin; JavaScript; HTML; Java","24000-28000 PLN",0.274277,1
frontend-senior,452,"React Developer","RITS Professional Services",mid,remote,"Warszawa","TypeScript; ReactJS; HTML5; material UI; Redux; CSS3; SASS; JavaScript (ES6+); tailwind; React Query","18480-23520 PLN",0.257780,1
frontend-senior,90,"Full-Stack Developer","TaxCalc | Engager.app",mid,remote,"Wokingham","TypeScript; Angular; React; Python; Express.js; Git; Nest.js; Redis; SQL","14747-19663 PLN",0.252879,0
frontend-senior,147,"React Native Developer","Goodspeed Digital",mid,remote,"Warszawa","TypeScript; React Native; Firebase","18000-23000 PLN",0.231996,1
frontend-senior,347,"Programista Frontend praca zdalna","Ness Solution",mid,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML; CSS","16800-23520 PLN",0.220057,1
frontend-senior,37,"Mid/Senior Fullstack & AI Integration Developer z j. angielskim lub niemieckim (Instore Sensorics and Data)","dmTECH Polska",mid,remote,"Wrocław","Angular; React; Node.js; AI; Vue.js","16800-30240 PLN",0.205897,1
frontend-senior,182,"React Native Developer","GMI Software",mid,remote,"Warszawa","TypeScript; CI/CD; React Native; Expo","12000-18000 PLN",0.199205,1
frontend-senior,249,"Fullstack Engineer (React & Node.js & Python)","Holisticon Connect",mid,remote,"Wrocław","TypeScript; Docker; React; API; JavaScript; Node.js; Python; AI; Linux; AWS","23520-26880 PLN",0.194898,1
frontend-senior,169,"TypeScript Engineer – Strapi (Regular)","VirtusLab",mid,remote,"Kraków","TypeScript; React; Node.js; strapi; Storybook","15000-22000 PLN",0.178864,1
frontend-senior,502,"Fullstack Developer (Angular + Python)","Code and Pepper",senior,remote,"Suwałki","Angular; Python; FAST API","24000-33000 PLN",0.172075,1
frontend-senior,29,"Fullstack Developer (Angular + Python)","Code and Pepper",senior,remote,"Suwałki","Angular; Python; FAST API","24000-33000 PLN",0.172075,1
frontend-senior,358,"Middle FullStack Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; Node.js; C#; AI; Vue.js; AWS","16042-19127 PLN",0.170026,1
frontend-senior,364,"React/Frontend Developer","SellIntegro",mid,remote,"Wrocław","Docker; .NET; React; C#; Unit Testing; Git; SQL; ASP.NET Core; JS","12000-16000 PLN",0.169815,1
frontend-senior,363,"React.js Developer","SMART TOPAZ",mid,remote,"Poland (Remote)","Next.js; JavaScript; HTML; REST API; React.JS","14000-20000 PLN",0.163206,1
frontend-senior,135,"Fullstack Engineer (NodeJS, ReactJS)","SwingDev—a hippo company",mid,remote,"Warszawa","TypeScript; React; JavaScript; Node.js; Microservices; Nest.js","23000-26000 PLN",0.161395,1
frontend-senior,353,"Senior Full Stack Developer (Java, React)","Clurgo",senior,remote,"Warszawa","React; Java","20160-26880 PLN",0.157510,1
frontend-senior,349,"Frontend Developer (Angular) - 100% zdalnie","Ness Solution",mid,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML; CSS","16800-23520 PLN",0.146692,1
frontend-senior,354,"Frontend Developer (Angular) 🧠 100% zdalnie","Ness Solution",mid,remote,"Warszawa","TypeScript; Angular; JavaScript; HTML; CSS","15120-18480 PLN",0.141968,1
frontend-senior,357,"Mid Angular Developer ","House of Angular",mid,remote,"Warszawa","TypeScript; Angular; JavaScript; Java; Spring; HTML/CSS; RxJS; State Management; Testy Automatyczne; English","10000-18000 PLN",0.127867,1
frontend-senior,501,"Fullstack Developer (Angular + Python)","Code and Pepper",senior,remote,"Gdańsk","Angular; Python; FAST API","24000-33000 PLN",0.126978,1
frontend-senior,461,"Fullstack Developer Frontend / .NET","QBUSOFT",mid,remote,"Gdańsk",".NET; JavaScript; HTML; CSS; Vue.js; Git; ASP.NET Core; Microsoft SQL; Entity Framework","12000-22000 PLN",0.124055,1
frontend-senior,145,"Senior Angular Developer","P&P Solutions",senior,remote,"Warszawa","Angular","15120-17640 PLN",0.120856,1
frontend-senior,255,"Full-Stack Engineer (AI)","ArdentCode",mid,remote,"Wrocław","TypeScript; React; JavaScript; Node.js; Python; AI; Django","16000-20000 PLN",0.120102,1
frontend-senior,22,"Fullstack Developer (Angular + Python)","Code and Pepper",senior,remote,"Łódź","Angular; Python; FAST API","24000-33000 PLN",0.116302,1
frontend-senior,472,"Web Developer","CodeTwo sp. z o.o. sp. k.",mid,remote,"Jelenia Góra","React; JavaScript; C#; CSS; Azure; ASP.NET; Visual Studio","10000-17000 PLN",0.114280,1
frontend-senior,40,"Software Engineer","Ciklum",mid,remote,"Gdańsk","TypeScript; JavaScript; AWS","17502-18356 PLN",0.096988,0
frontend-senior,27,"Fullstack Developer","UNIVIO",mid,remote,"Wrocław","TypeScript; Next.js; React; API; Node.js; E-commerce; VTEX; Nest.js; AWS","13400-21800 PLN",0.089610,0
